ID;loan_amnt;term;int_rate;installment;emp_length;home_ownership;annual_inc;purpose;title;STATE;delinq_2yrs;revol_bal; revol_util ;total_pymnt;loan_status
31478;20000; 36 months;10.62%;651.2;9 years;RENT;78000;credit_card;Bye Bye Citibank;CA;0;35718; 0.687 ;20519.29908;Fully Paid
31479;7000; 36 months;10.99%;229.15;1 year;RENT;37200;credit_card;Debt Consolidation;FL;0;9945; 0.552 ;8249.602921;Fully Paid
31481;10000; 36 months;13.48%;339.25;2 years;RENT;50000;debt_consolidation;Consolidating High Interest Credit Cards;CO;1;6708; 0.699 ;4071;Charged Off
31483;24250; 36 months;10.62%;789.58;1 year;RENT;62500;small_business;CPA, Arbitrageur - Passed FRM and Level 1+2 CFA Arbitrage;VA;0;3805; 0.126 ;25271.93891;Fully Paid
31486;20000; 36 months;13.48%;678.49;2 years;MORTGAGE;65000;small_business;Polyaspatric Protective Coatings;TX;0;0; -   ;16548.96;Charged Off
31487;9600; 36 months;13.48%;325.68;7 years;RENT;37800;other;Medical;CA;0;2304; 0.329 ;10421.76;Charged Off
31489;8500; 36 months;9.88%;273.79;5 years;RENT;55000;credit_card;Serial Entrepreneur/LendingClub Investor paying off credit card;HI;0;8786; 0.443 ;9857.113951;Fully Paid
31490;3250; 36 months;12.73%;109.1;3 years;MORTGAGE;60000;debt_consolidation;THIS WILL BE A WIN WIN;FL;0;20564; 0.806 ;3927.551265;Fully Paid
31492;14000; 36 months;10.62%;455.84;5 years;RENT;95000;car;BMW;VA;0;2085; 0.535 ;16436.13767;Fully Paid
31493;2000; 36 months;13.48%;67.85;< 1 year;RENT;20928;major_purchase;BIKE LOAN;AZ;0;2499; 0.200 ;2442.646363;Fully Paid
31494;10000; 36 months;14.22%;342.85;9 years;MORTGAGE;56700;debt_consolidation;Responsible Borrower;FL;1;8063; 0.947 ;11941.35091;Fully Paid
31495;6400; 36 months;13.11%;215.97;3 years;MORTGAGE;53000;car;help this reliable partner consolidate high interest debt!;WI;0;9954; 0.881 ;7437.594089;Fully Paid
31496;16000; 36 months;12.73%;537.06;10+ years;OWN;110000;debt_consolidation;Financial Freedom;IL;0;10907; 0.826 ;19439.76315;Fully Paid
31497;18000; 36 months;13.48%;610.64;10+ years;MORTGAGE;95000;credit_card;Debt Consolidation with lower rate;MI;0;13838; 0.379 ;21621.90097;Fully Paid
31499;4000; 36 months;7.14%;123.76;2 years;MORTGAGE;250000;credit_card;Refinance;CA;0;1002; 0.024 ;4069.51;Fully Paid
31500;25000; 36 months;10.99%;818.38;8 years;RENT;220000;moving;Relocation Expenses;FL;0;32888; 0.754 ;6547.04;Charged Off
31502;18000; 36 months;14.96%;623.64;1 year;RENT;65000;credit_card;Much rather let my peers profit, not big banks!;CA;0;19719; 0.986 ;22451.79968;Fully Paid
31503;7200; 36 months;7.14%;222.77;3 years;MORTGAGE;115731;debt_consolidation;Pay Off High APR Credit Card Balance;MD;0;17631; 0.414 ;8006.334287;Fully Paid
31504;10000; 36 months;13.48%;339.25;2 years;RENT;35000;debt_consolidation;i am trying to get out of debt;PA;1;13071; 0.503 ;12213.06014;Fully Paid
31505;11500; 36 months;7.88%;359.73;10+ years;RENT;42000;credit_card;destroy credit cards/enjoy life!;CO;0;5421; 0.147 ;12926.6349;Fully Paid
31506;3000; 36 months;7.88%;93.85;3 years;RENT;36000;debt_consolidation;Graduate School Tuition and Books;CA;0;16251; 0.833 ;3378.401107;Fully Paid
31512;2000; 36 months;14.22%;68.57;4 years;RENT;30000;home_improvement;For Craig;IL;0;23; 0.077 ;2468.539553;Fully Paid
31513;15000; 36 months;10.62%;488.4;10+ years;MORTGAGE;46551;debt_consolidation;Your Money at Work;GA;0;6919; 0.760 ;17581.87179;Fully Paid
31514;12000; 36 months;10.62%;390.72;< 1 year;RENT;34132.8;debt_consolidation;Debt Consolidation / Advance for PA School;GA;0;11272; 0.671 ;14067.08094;Fully Paid
31516;10000; 36 months;7.14%;309.4;10+ years;MORTGAGE;67000;home_improvement;Home Improvements;OH;0;6999; 0.270 ;11138.84302;Fully Paid
31518;18000; 36 months;7.88%;563.05;10+ years;MORTGAGE;50000;debt_consolidation;Final Push credit card freedom!;GA;0;30769; 0.414 ;18792.27532;Fully Paid
31519;14500; 36 months;13.85%;494.51;3 years;RENT;43200;debt_consolidation;Debt consolidation loan;CA;0;11904; 0.500 ;11373.73;Charged Off
31520;24000; 36 months;10.62%;781.44;10+ years;MORTGAGE;320000;credit_card;Operation Clean Sweep;CA;1;3469; 0.089 ;27171.9;Charged Off
31521;2500; 36 months;9.88%;80.53;10+ years;MORTGAGE;43200;major_purchase;Major Move;FL;0;0; -   ;2755.000406;Fully Paid
31523;3000; 36 months;17.93%;108.36;5 years;RENT;42000;other;3K Loan;CA;0;480; 0.960 ;3732.391328;Fully Paid
31526;20000; 36 months;17.56%;718.64;< 1 year;MORTGAGE;90000;other;personal;WA;0;46674; 0.825 ;23154.48;Charged Off
31527;16000; 36 months;7.88%;500.49;n/a;MORTGAGE;73000;debt_consolidation;A Safe Choice;TX;0;23724; 0.405 ;18018.31902;Fully Paid
31528;12800; 36 months;13.11%;431.94;10+ years;MORTGAGE;70000;debt_consolidation;Solid paying worker;IL;1;20428; 0.552 ;15385.77253;Fully Paid
31529;22000; 36 months;10.99%;720.18;6 years;RENT;82000;debt_consolidation;Personal;DC;0;20916; 0.688 ;23638.99201;Fully Paid
31530;16750; 36 months;7.88%;523.95;n/a;OWN;28000;medical;medical expenses;TX;0;7842; 0.118 ;18862.96359;Fully Paid
31531;24250; 36 months;13.85%;827.02;2 years;RENT;306000;debt_consolidation;Consolidate;MA;0;31296; 0.837 ;29812.69368;Fully Paid
31532;9250; 36 months;13.11%;312.14;6 years;MORTGAGE;43000;debt_consolidation;debt free in 3 years!;GA;0;5184; 0.894 ;10575.20067;Fully Paid
31533;11200; 36 months;7.14%;346.52;9 years;MORTGAGE;46873.12;debt_consolidation;SOLID RELIABILITY;NH;0;13868; 0.150 ;12475.52839;Fully Paid
31534;25000; 36 months;14.59%;861.63;3 years;MORTGAGE;80000;debt_consolidation;consolidate debt;VA;0;3440; 0.215 ;27957.59419;Fully Paid
31536;25000; 36 months;14.59%;861.63;10+ years;MORTGAGE;138571;debt_consolidation;Finished The House, Now Time To Pay The Credit Cards Off;MD;0;25737; 0.640 ;31019.40672;Fully Paid
31537;6000; 36 months;11.36%;197.47;5 years;OWN;72000;home_improvement;Home Project;OR;0;11515; 0.498 ;6969.153379;Fully Paid
31538;5550; 36 months;11.36%;182.66;5 years;RENT;31000;car;Dad has Alzheimer's, and Mom needs relief. Vehicle required for easier travel.;MA;0;1095; 0.322 ;2091.63;Charged Off
31539;6000; 36 months;10.25%;194.31;2 years;RENT;62000;credit_card;Registered nurse wanting no credit debt anymore!;NJ;1;9949; 0.380 ;6995.433096;Fully Paid
31540;13500; 36 months;10.99%;441.93;10+ years;MORTGAGE;53184;debt_consolidation;CREATING FINACIAL INDEPENDENCE FOR MY CHILDREN AND ME;NV;0;13187; 0.851 ;14695.48762;Fully Paid
31541;12500; 36 months;13.11%;421.82;5 years;MORTGAGE;60000;debt_consolidation;Sound Investment;MO;0;21394; 0.697 ;15213.8813;Fully Paid
31542;25000; 36 months;12.73%;839.16;< 1 year;MORTGAGE;80000;debt_consolidation;FREEDOM;VA;0;10538; 0.893 ;30211.09889;Fully Paid
31543;7000; 36 months;7.88%;218.97;2 years;RENT;28038;debt_consolidation;Debt Snowball;MO;0;13250; 0.601 ;7882.966264;Fully Paid
31545;3000; 36 months;12.73%;100.7;9 years;MORTGAGE;68000;other;home settlement;WY;0;6359; 0.922 ;3625.325938;Fully Paid
31546;3000; 36 months;14.96%;103.94;2 years;RENT;67000;other;Powers Startup;PA;0;0; -   ;3746.930733;Fully Paid
31547;8400; 36 months;7.88%;262.76;2 years;RENT;55000;debt_consolidation;BofA;MA;0;8195; 0.410 ;9251.408459;Fully Paid
31548;15000; 36 months;7.88%;469.21;10+ years;RENT;50000;debt_consolidation;Taking care of business;CA;0;15195; 0.328 ;16892.34131;Fully Paid
31549;3500; 36 months;16.07%;123.18;2 years;RENT;15600;major_purchase;Furnishing First Apartment;CT;0;1438; 0.599 ;4348.321283;Fully Paid
31550;16000; 36 months;10.62%;520.96;10+ years;RENT;135000;;;;;;;;Fully Paid
31551;5500; 36 months;12.73%;184.62;2 years;RENT;44400;other;2009 Federal Tax Help;KY;0;6756; 0.965 ;6646.497137;Fully Paid
31552;11000; 36 months;7.51%;342.21;2 years;MORTGAGE;70000;debt_consolidation;Debt Consoladition;MA;0;10889; 0.228 ;12306.7654;Fully Paid
31553;10700; 36 months;14.22%;366.84;< 1 year;MORTGAGE;150000;credit_card;Refi Lowes high interest card;NY;0;34682; 0.903 ;13181.13053;Fully Paid
31554;6000; 36 months;13.11%;202.47;1 year;RENT;20000;other;helping hand;NJ;0;0; -   ;7289.180598;Fully Paid
31556;13000; 36 months;12.73%;436.37;8 years;RENT;36000;debt_consolidation;Fresh Start;CO;0;13100; 0.804 ;15663.59138;Fully Paid
31557;15000; 36 months;10.25%;485.78;3 years;MORTGAGE;81120;credit_card;live for the future;WA;0;3983; 0.221 ;17342.50492;Fully Paid
31558;10000; 36 months;9.88%;322.11;10+ years;RENT;60000;debt_consolidation;Consolidating Credit Card Debt;NY;0;10873; 0.640 ;11596.55706;Fully Paid
31559;12000; 36 months;10.62%;390.72;4 years;RENT;30000;other;debt consol.;NH;0;5808; 0.268 ;13249.57662;Fully Paid
31561;8000; 36 months;7.88%;250.25;10+ years;MORTGAGE;36000;debt_consolidation;consolidate;OH;0;6784; 0.161 ;9009.168676;Fully Paid
31562;6000; 36 months;10.99%;196.42;3 years;MORTGAGE;106000;credit_card;Thank you for helping to pay a credit card!;VA;0;18316; 0.246 ;6956.568361;Fully Paid
31563;12000; 36 months;7.88%;375.37;< 1 year;RENT;60000;wedding;Sweet & Affordable Wedding;CA;0;699; 0.070 ;13065.57883;Fully Paid
31564;10000; 36 months;10.99%;327.36;10+ years;MORTGAGE;37000;home_improvement;loanhelpplease;GA;0;1288; 0.064 ;11785.02732;Fully Paid
31565;8550; 36 months;10.25%;276.89;5 years;RENT;42000;debt_consolidation;Credit Card Consolidation Loan;CA;0;3364; 0.647 ;6295.23;Charged Off
31567;6400; 36 months;9.88%;206.15;1 year;RENT;37850;house;Audra's Dreamhouse;TX;0;2579; 0.358 ;7421.82395;Fully Paid
31569;5000; 36 months;7.88%;156.41;10+ years;RENT;103992;moving;Historic Family Relocation;MO;0;0; -   ;5630.745102;Fully Paid
31570;10000; 36 months;7.51%;311.1;4 years;RENT;33078;debt_consolidation;Cleaning my slate;WI;0;1947; 0.367 ;11199.68297;Fully Paid
31571;11000; 36 months;7.88%;344.09;9 years;MORTGAGE;43000;credit_card;Credit card consolidation;FL;0;8010; 0.182 ;11890.37314;Fully Paid
31572;10000; 36 months;9.88%;322.11;< 1 year;RENT;43200;major_purchase;liz and loren;WA;0;0; -   ;1232.55;Charged Off
31573;6000; 36 months;14.59%;206.79;10+ years;RENT;54000;moving;please.;NY;0;7505; 0.803 ;7365.432312;Fully Paid
31576;2800; 36 months;10.25%;90.68;8 years;RENT;40000;credit_card;CC co tripled my APR!;CA;0;6907; 0.677 ;3264.628168;Fully Paid
31577;2500; 36 months;14.59%;86.17;3 years;MORTGAGE;52000;debt_consolidation;Staying responsible for my finances in 2010;CA;1;21501; 0.712 ;3086.516548;Fully Paid
31578;21600; 36 months;13.85%;736.65;10+ years;MORTGAGE;77248;debt_consolidation;payoff loans and credit cards;MD;0;32472; 0.798 ;24717.92988;Fully Paid
31579;17600; 36 months;13.48%;597.07;3 years;RENT;77000;credit_card;Credit Repayment Loan;WA;0;10987; 0.617 ;20738.32932;Fully Paid
31580;5000; 36 months;14.59%;172.33;2 years;RENT;42000;small_business;started a repair guitar shop from home;NY;0;16299; 0.738 ;6203.945619;Fully Paid
31581;9000; 36 months;15.33%;313.46;10+ years;RENT;62839;major_purchase;Furniture;NY;1;5095; 0.199 ;9394.214384;Fully Paid
31582;13750; 36 months;14.22%;471.41;10+ years;MORTGAGE;30000;debt_consolidation;Debt Consolidation Loan;VA;1;9301; 0.149 ;16777.21019;Fully Paid
31583;1750; 36 months;12.73%;58.75;3 years;OWN;11440;other;Getting my Car fix;VA;0;2538; 0.577 ;1726.4;Charged Off
31584;10000; 36 months;10.99%;327.36;7 years;MORTGAGE;86000;major_purchase;The Backyard Oasis;CT;0;0; -   ;11785.12779;Fully Paid
31586;24250; 36 months;11.36%;798.1;< 1 year;RENT;115200;credit_card;To heck with Credit Cards - you get my interest!;MD;0;26558; 0.701 ;28732.80207;Fully Paid
31587;6525; 36 months;16.07%;229.64;1 year;RENT;38000;other;to open a nail salon in baltimore for my wife;MD;0;2494; 0.623 ;8267.22101;Fully Paid
31588;10000; 36 months;17.93%;361.18;10+ years;MORTGAGE;85680;debt_consolidation;Consolidation;MI;2;23001; 0.703 ;13003.34078;Fully Paid
31589;3000; 36 months;12.73%;100.7;< 1 year;RENT;42000;credit_card;Refinance high balance cards, help investors prosper;CA;0;6536; 0.253 ;3625.598805;Fully Paid
31591;14500; 36 months;7.88%;453.57;8 years;MORTGAGE;92400;debt_consolidation;Car notes over*** consolidating CC financed student loan debt on grad degree;TX;0;15117; 0.172 ;16329.29435;Fully Paid
31592;7000; 36 months;13.48%;237.47;10+ years;MORTGAGE;55000;debt_consolidation;Help;VA;0;29053; 0.828 ;7930.725669;Fully Paid
31593;2500; 36 months;6.39%;76.51;10+ years;MORTGAGE;65000;home_improvement;Hardwood Floors;CO;0;5629; 0.113 ;2637.270693;Fully Paid
31594;9000; 36 months;10.25%;291.47;5 years;MORTGAGE;120000;medical;Health Investment;CA;0;4570; 0.128 ;9742.189587;Fully Paid
31596;1200; 36 months;13.11%;40.5;10+ years;OWN;54000;debt_consolidation;zxcvb;TX;0;2584; 0.404 ;1457.819531;Fully Paid
31597;24000; 36 months;10.25%;777.24;< 1 year;MORTGAGE;100000;debt_consolidation;One and done;MD;0;3315; 0.060 ;24601.27362;Fully Paid
31599;21000; 36 months;11.36%;691.14;10+ years;MORTGAGE;90000;other;You Look Great Today!;CA;0;36120; 0.919 ;24882.0287;Fully Paid
31600;9000; 36 months;10.99%;294.62;5 years;RENT;28800;debt_consolidation;Jasmine;CA;0;13483; 0.575 ;10590.89978;Fully Paid
31601;8000; 36 months;16.07%;281.56;10+ years;MORTGAGE;72000;medical;seeking medical help;SC;2;5222; 0.360 ;8699.974034;Fully Paid
31602;22000; 36 months;13.11%;742.39;10+ years;RENT;49000;debt_consolidation;personal loan;NJ;0;25431; 0.519 ;13737.52;Charged Off
31603;3000; 36 months;10.99%;98.21;< 1 year;RENT;13200;debt_consolidation;Consolidate Bills;SC;0;2189; 0.876 ;1462.63;Charged Off
31604;7500; 36 months;10.62%;244.2;2 years;RENT;165000;major_purchase;Loan;NY;0;0; -   ;8365.325156;Fully Paid
31606;10000; 36 months;12.73%;335.67;3 years;RENT;65000;debt_consolidation;Starting Over;NY;0;4371; 0.809 ;11751.56096;Fully Paid
31607;14500; 36 months;7.88%;453.57;10+ years;MORTGAGE;72000;home_improvement;Let's get cooking!;CA;0;208; 0.004 ;15846.37489;Fully Paid
31609;17500; 36 months;13.85%;596.82;10+ years;RENT;49270;credit_card;Chase is killing me.;CA;0;23274; 0.781 ;19754.58532;Fully Paid
31610;6000; 36 months;12.73%;201.4;2 years;RENT;27000;major_purchase;4-wheeler money;PA;0;454; 0.116 ;7250.678326;Fully Paid
31611;10000; 36 months;7.14%;309.4;8 years;MORTGAGE;40000;home_improvement;reliable;IL;0;6080; 0.236 ;11139.08321;Fully Paid
31613;15000; 36 months;9.88%;483.16;4 years;MORTGAGE;48000;debt_consolidation;manage my debt;TX;0;25052; 0.404 ;17095.33654;Fully Paid
31614;5000; 36 months;11.36%;164.56;9 years;RENT;47233;debt_consolidation;Relief for a single parent loan;DC;0;12241; 0.887 ;5924.493255;Fully Paid
31616;10000; 36 months;14.59%;344.65;8 years;MORTGAGE;90305;debt_consolidation;College plans saved!!;OH;0;16026; 0.473 ;9650.2;Charged Off
31618;3000; 36 months;16.82%;106.69;9 years;MORTGAGE;37100;other;Dental Works;AZ;0;469; 0.938 ;3789.221506;Fully Paid
31620;11200; 36 months;14.22%;383.99;2 years;RENT;60000;credit_card;Consolidation Loan to borrows with perfect payment history;MI;0;8729; 0.948 ;12588.21146;Fully Paid
31623;4500; 36 months;7.88%;140.77;< 1 year;RENT;14400;debt_consolidation;Consolidation;NJ;0;4419; 0.395 ;5067.67243;Fully Paid
31624;6000; 36 months;10.25%;194.31;2 years;MORTGAGE;24000;home_improvement;I really need a septic system for my house and trying to have a baby!;MI;0;1838; 0.142 ;6994.320302;Fully Paid
31625;10000; 36 months;7.88%;312.81;3 years;RENT;79000;credit_card;Debt Free By Thirty, at least before I turn 40;NJ;0;12379; 0.433 ;11261.71453;Fully Paid
31626;6000; 36 months;9.88%;193.27;3 years;RENT;25000;debt_consolidation;Going credit free, marrying my girlfriend and visiting home!;NY;0;2702; 0.311 ;6875.70778;Fully Paid
31628;5000; 36 months;16.07%;175.97;1 year;RENT;47000;debt_consolidation;My Son;DC;0;2689; 0.517 ;6335.138481;Fully Paid
31629;2500; 36 months;16.45%;88.45;1 year;RENT;38000;home_improvement;Angels;CA;1;417; 0.596 ;3184.089716;Fully Paid
31630;25000; 36 months;10.62%;814;5 years;MORTGAGE;95000;small_business;Ice Cream Business Purchase;NJ;0;0; -   ;27746.81531;Fully Paid
31631;5000; 36 months;15.33%;174.15;10+ years;OWN;23400;debt_consolidation;Peace;NY;0;2579; 0.716 ;5759.582234;Fully Paid
31632;4000; 36 months;10.99%;130.95;3 years;MORTGAGE;72000;other;Ride;NV;0;13849; 0.769 ;4520.67719;Fully Paid
31633;5000; 36 months;7.88%;156.41;< 1 year;RENT;10668;major_purchase;Major purchase;FL;0;1138; 0.253 ;5645.577639;Fully Paid
31637;4000; 36 months;14.96%;138.59;4 years;RENT;50000;credit_card;loan Fred;MA;0;4550; 0.223 ;4989.350872;Fully Paid
31638;2500; 36 months;7.14%;77.35;10+ years;MORTGAGE;80000;vacation;Vacation;CA;0;32400; 0.665 ;2784.172644;Fully Paid
31639;8000; 36 months;7.14%;247.52;10+ years;MORTGAGE;85000;debt_consolidation;NA;TX;0;4445; 0.143 ;8139.5;Fully Paid
31641;5000; 36 months;10.25%;161.93;1 year;RENT;65000;other;Loan;NJ;0;30878; 0.418 ;5829.627837;Fully Paid
31643;12000; 36 months;10.99%;392.83;6 years;RENT;70000;debt_consolidation;Gaurantee Return;VA;0;6511; 0.534 ;14142.31392;Fully Paid
31644;8550; 36 months;9.88%;275.4;6 years;MORTGAGE;105999.8;credit_card;Priorities;LA;0;12222; 0.397 ;9915.159712;Fully Paid
31645;6500; 36 months;7.14%;201.11;10+ years;MORTGAGE;86500;debt_consolidation;PayOffDebt;PA;0;7087; 0.165 ;7240.21657;Fully Paid
31646;10000; 36 months;7.51%;311.1;9 years;MORTGAGE;120000;home_improvement;My car needs a bedroom;NJ;0;7158; 0.462 ;11199.74497;Fully Paid
31647;4000; 36 months;7.88%;125.13;1 year;RENT;42000;debt_consolidation;winning the game;CA;0;1235; 0.076 ;4504.555669;Fully Paid
31649;10000; 36 months;12.73%;335.67;1 year;RENT;80000;small_business;Bridge Loan for Start Up Paralegal Biz;TX;0;0; -   ;11901.98706;Fully Paid
31650;8000; 36 months;11.36%;263.29;10+ years;OWN;40000;major_purchase;personal;OH;2;1214; 0.086 ;9478.952048;Fully Paid
31651;10000; 36 months;7.88%;312.81;< 1 year;RENT;51000;other;Debt Consolidation;PA;0;8658; 0.418 ;11129.09161;Fully Paid
31652;10000; 36 months;15.33%;348.29;10+ years;MORTGAGE;68000;credit_card;Credit Card Pay Off--YEAH!!!!!;WY;0;7552; 0.849 ;12525.69492;Fully Paid
31653;5500; 36 months;6.76%;169.24;10+ years;MORTGAGE;58800;other;Loan;MO;0;16785; 0.146 ;5981.455752;Fully Paid
31655;10000; 36 months;9.88%;322.11;10+ years;MORTGAGE;69000;wedding;The Wedding fund;FL;0;14197; 0.225 ;11210.32352;Fully Paid
31657;5000; 36 months;10.62%;162.8;5 years;RENT;33000;debt_consolidation;Combining Debt To Have One Payment;GA;0;3910; 0.172 ;5652.124158;Fully Paid
31659;7500; 36 months;7.88%;234.61;1 year;RENT;55000;major_purchase;Engagement Ring;FL;0;210; 0.095 ;8018.207189;Fully Paid
31660;5000; 36 months;6.76%;153.85;10+ years;MORTGAGE;75000;medical;easy consolidation loan;NJ;0;2814; 0.072 ;5538.980044;Fully Paid
31661;6000; 36 months;9.88%;193.27;< 1 year;RENT;19200;debt_consolidation;Freedom;CA;0;6441; 0.454 ;6831.38091;Fully Paid
31662;6000; 36 months;14.59%;206.79;10+ years;RENT;59578.44;other;Auto Loan Difference;CA;0;25181; 0.630 ;7439.877278;Fully Paid
31665;9600; 36 months;7.51%;298.65;< 1 year;RENT;50000;debt_consolidation;debt;CA;0;12530; 0.345 ;10301.49922;Fully Paid
31667;10000; 36 months;10.25%;323.85;3 years;RENT;45000;debt_consolidation;Getting back on track;NY;0;10487; 0.377 ;10886.69754;Fully Paid
31668;22750; 36 months;10.62%;740.74;n/a;MORTGAGE;35000;home_improvement;helping me helping others;MO;0;10754; 0.130 ;26667.81026;Fully Paid
31669;11000; 36 months;7.51%;342.21;1 year;RENT;38126;debt_consolidation;Help me out...I'm a safe bet!!!;CO;0;9770; 0.236 ;11661.10448;Fully Paid
31670;20000; 36 months;11.36%;658.23;3 years;MORTGAGE;280000;home_improvement;Personal Loan;NJ;0;14992; 0.150 ;23365.76416;Fully Paid
31673;4000; 36 months;13.11%;134.98;2 years;RENT;14400;debt_consolidation;Justice;AZ;0;2482; 0.552 ;4390.679866;Fully Paid
31674;4000; 36 months;13.48%;135.7;< 1 year;RENT;34200;debt_consolidation;Consolidation Loan;SC;0;12784; 0.428 ;4589.840942;Fully Paid
31676;14800; 36 months;9.88%;476.72;3 years;MORTGAGE;68000;debt_consolidation;Debt Consolidation Loan;AZ;0;2826; 0.185 ;16952.99676;Fully Paid
31677;18000; 36 months;10.25%;582.93;4 years;OWN;36662;debt_consolidation;GoodPayHistory;SC;0;17416; 0.512 ;19565.20584;Fully Paid
31679;18000; 36 months;13.48%;610.64;10+ years;MORTGAGE;100000;credit_card;Credit Card Help;IL;0;14838; 0.412 ;21983.81118;Fully Paid
31680;15000; 36 months;13.85%;511.56;3 years;MORTGAGE;88000;debt_consolidation;Loan request 1;NY;0;13838; 0.935 ;18399.51139;Fully Paid
31681;25000; 36 months;11.36%;822.78;7 years;MORTGAGE;63800;small_business;Acquire existing franchises to add to our own;CO;0;22112; 0.632 ;27789.73397;Fully Paid
31683;8000; 36 months;10.25%;259.08;4 years;MORTGAGE;55000;small_business;Buying Family Business;FL;0;0; -   ;7123.32;Charged Off
31684;5000; 36 months;6.76%;153.85;5 years;MORTGAGE;54000;home_improvement;Patio Gazebo;FL;0;3503; 0.078 ;5437.686192;Fully Paid
31685;20150; 36 months;11.36%;663.16;4 years;MORTGAGE;75000;other;Get it gone for good!;OH;0;4279; 0.083 ;22011.13813;Fully Paid
31687;6500; 36 months;7.14%;201.11;10+ years;MORTGAGE;33600;major_purchase;one of life's pleasures!;WV;0;64; 0.001 ;6823.173601;Fully Paid
31688;4750; 36 months;10.25%;153.83;5 years;MORTGAGE;49000;debt_consolidation;Consolidating debt;GA;0;0; -   ;4813.48;Fully Paid
31689;7500; 36 months;9.88%;241.58;3 years;RENT;67500;other;balance payoff on autoloan (with eff LTV 65%) and clean the title for P2P sale;TX;0;747; 0.050 ;7562.11;Fully Paid
31691;10000; 36 months;7.14%;309.4;3 years;RENT;40000;major_purchase;"Getting ready to pop ""THE"" question!!";GA;0;890; 0.059 ;10998.49032;Fully Paid
31692;6000; 36 months;14.22%;205.71;< 1 year;RENT;29820;debt_consolidation;My creditcard interest rate is SKY HIGH;NY;0;7896; 0.459 ;7405.792714;Fully Paid
31694;10750; 36 months;13.48%;364.69;2 years;MORTGAGE;50000;credit_card;consolidation;FL;0;21143; 0.944 ;13128.98576;Fully Paid
31695;6300; 36 months;7.14%;194.92;5 years;MORTGAGE;69930;home_improvement;New Roof for Family;AL;0;1982; 0.078 ;6659.102517;Fully Paid
31696;18000; 36 months;9.88%;579.79;5 years;RENT;84000;medical;MY LOAN;TX;0;14257; 0.498 ;20873.89208;Fully Paid
31697;18000; 36 months;10.99%;589.24;3 years;OWN;76000;debt_consolidation;Just got engaged, Consolidating Debt;IL;0;38660; 0.603 ;18921.20127;Fully Paid
31698;12000; 36 months;13.11%;404.94;5 years;MORTGAGE;73000;debt_consolidation;Debt Consolidation;FL;2;24363; 0.641 ;12853.69066;Fully Paid
31699;9600; 36 months;14.22%;329.13;< 1 year;RENT;120640;credit_card;Stop Paying Chase 30% APR and Refinance at Lower Rate;WI;0;41756; 0.857 ;11463.71468;Fully Paid
31703;16000; 36 months;13.48%;542.79;2 years;MORTGAGE;50000;;;;;;;;Fully Paid
31704;10000; 36 months;14.59%;344.65;9 years;RENT;33000;debt_consolidation;Single Mother Debt Consolidation;WA;0;11537; 0.978 ;12408.08377;Fully Paid
31705;6000; 36 months;11.36%;197.47;n/a;MORTGAGE;65000;small_business;Adore Diaper Service;CA;0;6409; 0.737 ;7109.106147;Fully Paid
31706;25000; 36 months;15.70%;875.27;5 years;MORTGAGE;68902.67;debt_consolidation;Debt Consolidation Loan;CO;0;31174; 0.829 ;31277.31564;Fully Paid
31708;2500; 36 months;10.99%;81.84;1 year;RENT;28080;debt_consolidation;Personal Recovery Loan;FL;1;1836; 0.592 ;2588.348802;Fully Paid
31710;10750; 36 months;14.59%;370.5;1 year;RENT;45000;debt_consolidation;Synergy;OR;0;15312; 0.694 ;13399.63058;Fully Paid
31711;8400; 36 months;10.99%;274.98;4 years;RENT;39500;debt_consolidation;personal;WI;2;5530; 0.489 ;674.98;Charged Off
31715;6000; 36 months;14.96%;207.88;< 1 year;RENT;42000;debt_consolidation;CC consolidator;VA;1;27010; 0.645 ;6550.824765;Fully Paid
31717;12000; 36 months;10.99%;392.83;2 years;RENT;60000;debt_consolidation;debt consolidation;NY;0;13309; 0.735 ;14070.34523;Fully Paid
31718;12800; 36 months;7.88%;400.39;2 years;OWN;63000;credit_card;Credit Card Debt be Gone;NJ;0;16213; 0.272 ;14414.6771;Fully Paid
31719;18000; 36 months;13.48%;610.64;7 years;MORTGAGE;98000;small_business;For a business that is experiencing growth;MD;0;48345; 0.806 ;12823.44;Charged Off
31720;16000; 36 months;10.99%;523.77;3 years;MORTGAGE;66500;credit_card;Consolidate Credit Cards;MN;0;16989; 0.267 ;18757.02012;Fully Paid
31721;16000; 36 months;14.22%;548.55;2 years;MORTGAGE;45000;home_improvement;LOAN;VA;0;8116; 0.795 ;1268.55;Charged Off
31722;3000; 36 months;13.48%;101.78;10+ years;MORTGAGE;33600;educational;Personal Loan;NY;2;6082; 0.456 ;3663.890683;Fully Paid
31723;2000; 36 months;9.88%;64.43;2 years;RENT;33000;major_purchase;Personal Loan;CT;0;4332; 0.516 ;2120.530961;Fully Paid
31724;25000; 36 months;13.11%;843.63;10+ years;MORTGAGE;89000;;;;;;;;Fully Paid
31725;6000; 36 months;7.14%;185.64;10+ years;MORTGAGE;50000;debt_consolidation;paying off debts;NJ;0;3485; 0.200 ;6585.341649;Fully Paid
31726;2000; 36 months;13.11%;67.49;1 year;RENT;24000;;;;;;;;Fully Paid
31727;15000; 36 months;9.88%;483.16;9 years;MORTGAGE;94000;credit_card;Good Risk to you!!;NM;0;4133; 0.435 ;17419.08324;Fully Paid
